# EVEMU 1.3
# Kernel: 5.15.38-1-MANJARO
# DMI: dmi:bvnDellInc.:bvr1.15.0:bd12/09/2021:br1.15:svnDellInc.:pnXPS157590:pvr:rvnDellInc.:rn0VYV0G:rvrA00:cvnDellInc.:ct10:cvr:sku0905:
# Input device name: "SYNA2393:00 06CB:7A13 Touchpad"
# Input device ID: bus 0x18 vendor 0x6cb product 0x7a13 version 0x100
# Size in mm: 102x77
# Supported events:
#   Event type 0 (EV_SYN)
#     Event code 0 (SYN_REPORT)
#     Event code 1 (SYN_CONFIG)
#     Event code 2 (SYN_MT_REPORT)
#     Event code 3 (SYN_DROPPED)
#     Event code 4 ((null))
#     Event code 5 ((null))
#     Event code 6 ((null))
#     Event code 7 ((null))
#     Event code 8 ((null))
#     Event code 9 ((null))
#     Event code 10 ((null))
#     Event code 11 ((null))
#     Event code 12 ((null))
#     Event code 13 ((null))
#     Event code 14 ((null))
#     Event code 15 (SYN_MAX)
#   Event type 1 (EV_KEY)
#     Event code 272 (BTN_LEFT)
#     Event code 325 (BTN_TOOL_FINGER)
#     Event code 328 (BTN_TOOL_QUINTTAP)
#     Event code 330 (BTN_TOUCH)
#     Event code 333 (BTN_TOOL_DOUBLETAP)
#     Event code 334 (BTN_TOOL_TRIPLETAP)
#     Event code 335 (BTN_TOOL_QUADTAP)
#   Event type 3 (EV_ABS)
#     Event code 0 (ABS_X)
#       Value      749
#       Min          0
#       Max       1228
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 1 (ABS_Y)
#       Value      115
#       Min          0
#       Max        928
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 47 (ABS_MT_SLOT)
#       Value        0
#       Min          0
#       Max          4
#       Fuzz         0
#       Flat         0
#       Resolution   0
#     Event code 53 (ABS_MT_POSITION_X)
#       Value        0
#       Min          0
#       Max       1228
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 54 (ABS_MT_POSITION_Y)
#       Value        0
#       Min          0
#       Max        928
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 55 (ABS_MT_TOOL_TYPE)
#       Value        0
#       Min          0
#       Max          2
#       Fuzz         0
#       Flat         0
#       Resolution   0
#     Event code 57 (ABS_MT_TRACKING_ID)
#       Value        0
#       Min          0
#       Max      65535
#       Fuzz         0
#       Flat         0
#       Resolution   0
#   Event type 4 (EV_MSC)
#     Event code 5 (MSC_TIMESTAMP)
# Properties:
#   Property  type 0 (INPUT_PROP_POINTER)
#   Property  type 2 (INPUT_PROP_BUTTONPAD)
N: SYNA2393:00 06CB:7A13 Touchpad
I: 0018 06cb 7a13 0100
P: 05 00 00 00 00 00 00 00
E: 1.106042 0004 0005 1102300	# EV_MSC / MSC_TIMESTAMP        1102300
E: 1.106042 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.112912 0004 0005 1109600	# EV_MSC / MSC_TIMESTAMP        1109600
E: 1.112912 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +6ms
E: 1.120358 0004 0005 1116900	# EV_MSC / MSC_TIMESTAMP        1116900
E: 1.120358 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.127580 0004 0005 1124200	# EV_MSC / MSC_TIMESTAMP        1124200
E: 1.127580 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.134984 0003 002f 0000	# EV_ABS / ABS_MT_SLOT          0
E: 1.134984 0003 0035 0890	# EV_ABS / ABS_MT_POSITION_X    890
E: 1.134984 0001 0110 0001	# EV_KEY / BTN_LEFT             1
E: 1.134984 0003 0000 0890	# EV_ABS / ABS_X                890
E: 1.134984 0004 0005 1131500	# EV_MSC / MSC_TIMESTAMP        1131500
E: 1.134984 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.142160 0004 0005 1138800	# EV_MSC / MSC_TIMESTAMP        1138800
E: 1.142160 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.149463 0004 0005 1146100	# EV_MSC / MSC_TIMESTAMP        1146100
E: 1.149463 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.156801 0004 0005 1153400	# EV_MSC / MSC_TIMESTAMP        1153400
E: 1.156801 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.164175 0004 0005 1160700	# EV_MSC / MSC_TIMESTAMP        1160700
E: 1.164175 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.171446 0004 0005 1168000	# EV_MSC / MSC_TIMESTAMP        1168000
E: 1.171446 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.178750 0004 0005 1175300	# EV_MSC / MSC_TIMESTAMP        1175300
E: 1.178750 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.186092 0004 0005 1182600	# EV_MSC / MSC_TIMESTAMP        1182600
E: 1.186092 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.193353 0004 0005 1189900	# EV_MSC / MSC_TIMESTAMP        1189900
E: 1.193353 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.200740 0004 0005 1197200	# EV_MSC / MSC_TIMESTAMP        1197200
E: 1.200740 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.208017 0004 0005 1204500	# EV_MSC / MSC_TIMESTAMP        1204500
E: 1.208017 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.215326 0004 0005 1211800	# EV_MSC / MSC_TIMESTAMP        1211800
E: 1.215326 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.222609 0004 0005 1219100	# EV_MSC / MSC_TIMESTAMP        1219100
E: 1.222609 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.230232 0004 0005 1226400	# EV_MSC / MSC_TIMESTAMP        1226400
E: 1.230232 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.237712 0004 0005 1233700	# EV_MSC / MSC_TIMESTAMP        1233700
E: 1.237712 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.243804 0003 0039 -001	# EV_ABS / ABS_MT_TRACKING_ID   -1
E: 1.243804 0001 0145 0001	# EV_KEY / BTN_TOOL_FINGER      1
E: 1.243804 0001 014d 0000	# EV_KEY / BTN_TOOL_DOUBLETAP   0
E: 1.243804 0003 0000 0448	# EV_ABS / ABS_X                448
E: 1.243804 0003 0001 0749	# EV_ABS / ABS_Y                749
E: 1.243804 0004 0005 1241000	# EV_MSC / MSC_TIMESTAMP        1241000
E: 1.243804 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +6ms
E: 1.251314 0004 0005 1248300	# EV_MSC / MSC_TIMESTAMP        1248300
E: 1.251314 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.258445 0004 0005 1255600	# EV_MSC / MSC_TIMESTAMP        1255600
E: 1.258445 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.265946 0004 0005 1262900	# EV_MSC / MSC_TIMESTAMP        1262900
E: 1.265946 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.273128 0003 002f 0001	# EV_ABS / ABS_MT_SLOT          1
E: 1.273128 0003 0036 0750	# EV_ABS / ABS_MT_POSITION_Y    750
E: 1.273128 0003 0001 0750	# EV_ABS / ABS_Y                750
E: 1.273128 0004 0005 1270200	# EV_MSC / MSC_TIMESTAMP        1270200
E: 1.273128 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.280443 0003 0036 0751	# EV_ABS / ABS_MT_POSITION_Y    751
E: 1.280443 0001 0110 0000	# EV_KEY / BTN_LEFT             0
E: 1.280443 0003 0001 0751	# EV_ABS / ABS_Y                751
E: 1.280443 0004 0005 1277500	# EV_MSC / MSC_TIMESTAMP        1277500
E: 1.280443 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.287772 0004 0005 1284800	# EV_MSC / MSC_TIMESTAMP        1284800
E: 1.287772 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.295025 0004 0005 1292100	# EV_MSC / MSC_TIMESTAMP        1292100
E: 1.295025 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.302242 0004 0005 1299400	# EV_MSC / MSC_TIMESTAMP        1299400
E: 1.302242 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.308632 0003 0039 -001	# EV_ABS / ABS_MT_TRACKING_ID   -1
E: 1.308632 0001 014a 0000	# EV_KEY / BTN_TOUCH            0
E: 1.308632 0001 0145 0000	# EV_KEY / BTN_TOOL_FINGER      0
E: 1.308632 0004 0005 1306700	# EV_MSC / MSC_TIMESTAMP        1306700
E: 1.308632 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +6ms
E: 2.809939 0003 002f 0000	# EV_ABS / ABS_MT_SLOT          0
E: 2.809939 0003 0039 8851	# EV_ABS / ABS_MT_TRACKING_ID   8851
E: 2.809939 0003 0035 1111	# EV_ABS / ABS_MT_POSITION_X    1111
E: 2.809939 0003 0036 0301	# EV_ABS / ABS_MT_POSITION_Y    301
E: 2.809939 0001 014a 0001	# EV_KEY / BTN_TOUCH            1
E: 2.809939 0001 0145 0001	# EV_KEY / BTN_TOOL_FINGER      1
E: 2.809939 0003 0000 1111	# EV_ABS / ABS_X                1111
E: 2.809939 0003 0001 0301	# EV_ABS / ABS_Y                301
E: 2.809939 0004 0005 0000	# EV_MSC / MSC_TIMESTAMP        0
E: 2.809939 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +1501ms
E: 2.816975 0004 0005 7300	# EV_MSC / MSC_TIMESTAMP        7300
E: 2.816975 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.824639 0004 0005 14600	# EV_MSC / MSC_TIMESTAMP        14600
E: 2.824639 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 2.831582 0004 0005 21900	# EV_MSC / MSC_TIMESTAMP        21900
E: 2.831582 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.838899 0003 0035 1110	# EV_ABS / ABS_MT_POSITION_X    1110
E: 2.838899 0003 0036 0302	# EV_ABS / ABS_MT_POSITION_Y    302
E: 2.838899 0003 0000 1110	# EV_ABS / ABS_X                1110
E: 2.838899 0003 0001 0302	# EV_ABS / ABS_Y                302
E: 2.838899 0004 0005 29200	# EV_MSC / MSC_TIMESTAMP        29200
E: 2.838899 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.846220 0003 0035 1109	# EV_ABS / ABS_MT_POSITION_X    1109
E: 2.846220 0003 0036 0303	# EV_ABS / ABS_MT_POSITION_Y    303
E: 2.846220 0003 0000 1109	# EV_ABS / ABS_X                1109
E: 2.846220 0003 0001 0303	# EV_ABS / ABS_Y                303
E: 2.846220 0004 0005 36500	# EV_MSC / MSC_TIMESTAMP        36500
E: 2.846220 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 2.853626 0003 0035 1107	# EV_ABS / ABS_MT_POSITION_X    1107
E: 2.853626 0003 0036 0304	# EV_ABS / ABS_MT_POSITION_Y    304
E: 2.853626 0003 0000 1107	# EV_ABS / ABS_X                1107
E: 2.853626 0003 0001 0304	# EV_ABS / ABS_Y                304
E: 2.853626 0004 0005 43800	# EV_MSC / MSC_TIMESTAMP        43800
E: 2.853626 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.860955 0003 0035 1105	# EV_ABS / ABS_MT_POSITION_X    1105
E: 2.860955 0003 0036 0305	# EV_ABS / ABS_MT_POSITION_Y    305
E: 2.860955 0003 0000 1105	# EV_ABS / ABS_X                1105
E: 2.860955 0003 0001 0305	# EV_ABS / ABS_Y                305
E: 2.860955 0004 0005 51100	# EV_MSC / MSC_TIMESTAMP        51100
E: 2.860955 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.868247 0003 0035 1102	# EV_ABS / ABS_MT_POSITION_X    1102
E: 2.868247 0003 0036 0307	# EV_ABS / ABS_MT_POSITION_Y    307
E: 2.868247 0003 0000 1102	# EV_ABS / ABS_X                1102
E: 2.868247 0003 0001 0307	# EV_ABS / ABS_Y                307
E: 2.868247 0004 0005 58400	# EV_MSC / MSC_TIMESTAMP        58400
E: 2.868247 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 2.875560 0003 0035 1096	# EV_ABS / ABS_MT_POSITION_X    1096
E: 2.875560 0003 0036 0309	# EV_ABS / ABS_MT_POSITION_Y    309
E: 2.875560 0003 0000 1096	# EV_ABS / ABS_X                1096
E: 2.875560 0003 0001 0309	# EV_ABS / ABS_Y                309
E: 2.875560 0004 0005 65700	# EV_MSC / MSC_TIMESTAMP        65700
E: 2.875560 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.882898 0003 0035 1087	# EV_ABS / ABS_MT_POSITION_X    1087
E: 2.882898 0003 0036 0312	# EV_ABS / ABS_MT_POSITION_Y    312
E: 2.882898 0003 0000 1087	# EV_ABS / ABS_X                1087
E: 2.882898 0003 0001 0312	# EV_ABS / ABS_Y                312
E: 2.882898 0004 0005 73000	# EV_MSC / MSC_TIMESTAMP        73000
E: 2.882898 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.890235 0003 0035 1074	# EV_ABS / ABS_MT_POSITION_X    1074
E: 2.890235 0003 0036 0315	# EV_ABS / ABS_MT_POSITION_Y    315
E: 2.890235 0003 0000 1074	# EV_ABS / ABS_X                1074
E: 2.890235 0003 0001 0315	# EV_ABS / ABS_Y                315
E: 2.890235 0004 0005 80300	# EV_MSC / MSC_TIMESTAMP        80300
E: 2.890235 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 2.897471 0003 0035 1060	# EV_ABS / ABS_MT_POSITION_X    1060
E: 2.897471 0003 0036 0318	# EV_ABS / ABS_MT_POSITION_Y    318
E: 2.897471 0003 0000 1060	# EV_ABS / ABS_X                1060
E: 2.897471 0003 0001 0318	# EV_ABS / ABS_Y                318
E: 2.897471 0004 0005 87600	# EV_MSC / MSC_TIMESTAMP        87600
E: 2.897471 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.904915 0003 0035 1041	# EV_ABS / ABS_MT_POSITION_X    1041
E: 2.904915 0003 0036 0322	# EV_ABS / ABS_MT_POSITION_Y    322
E: 2.904915 0003 0000 1041	# EV_ABS / ABS_X                1041
E: 2.904915 0003 0001 0322	# EV_ABS / ABS_Y                322
E: 2.904915 0004 0005 94900	# EV_MSC / MSC_TIMESTAMP        94900
E: 2.904915 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.912225 0003 0035 1023	# EV_ABS / ABS_MT_POSITION_X    1023
E: 2.912225 0003 0036 0328	# EV_ABS / ABS_MT_POSITION_Y    328
E: 2.912225 0003 0000 1023	# EV_ABS / ABS_X                1023
E: 2.912225 0003 0001 0328	# EV_ABS / ABS_Y                328
E: 2.912225 0004 0005 102200	# EV_MSC / MSC_TIMESTAMP        102200
E: 2.912225 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 2.919490 0003 0035 0997	# EV_ABS / ABS_MT_POSITION_X    997
E: 2.919490 0003 0036 0338	# EV_ABS / ABS_MT_POSITION_Y    338
E: 2.919490 0003 0000 0997	# EV_ABS / ABS_X                997
E: 2.919490 0003 0001 0338	# EV_ABS / ABS_Y                338
E: 2.919490 0004 0005 109500	# EV_MSC / MSC_TIMESTAMP        109500
E: 2.919490 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.926886 0003 0035 0974	# EV_ABS / ABS_MT_POSITION_X    974
E: 2.926886 0003 0036 0350	# EV_ABS / ABS_MT_POSITION_Y    350
E: 2.926886 0003 0000 0974	# EV_ABS / ABS_X                974
E: 2.926886 0003 0001 0350	# EV_ABS / ABS_Y                350
E: 2.926886 0004 0005 116800	# EV_MSC / MSC_TIMESTAMP        116800
E: 2.926886 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.934207 0003 0035 0948	# EV_ABS / ABS_MT_POSITION_X    948
E: 2.934207 0003 0036 0363	# EV_ABS / ABS_MT_POSITION_Y    363
E: 2.934207 0003 0000 0948	# EV_ABS / ABS_X                948
E: 2.934207 0003 0001 0363	# EV_ABS / ABS_Y                363
E: 2.934207 0004 0005 124100	# EV_MSC / MSC_TIMESTAMP        124100
E: 2.934207 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 2.941464 0003 0035 0925	# EV_ABS / ABS_MT_POSITION_X    925
E: 2.941464 0003 0036 0377	# EV_ABS / ABS_MT_POSITION_Y    377
E: 2.941464 0003 0000 0925	# EV_ABS / ABS_X                925
E: 2.941464 0003 0001 0377	# EV_ABS / ABS_Y                377
E: 2.941464 0004 0005 131400	# EV_MSC / MSC_TIMESTAMP        131400
E: 2.941464 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.948813 0003 0035 0901	# EV_ABS / ABS_MT_POSITION_X    901
E: 2.948813 0003 0036 0394	# EV_ABS / ABS_MT_POSITION_Y    394
E: 2.948813 0003 0000 0901	# EV_ABS / ABS_X                901
E: 2.948813 0003 0001 0394	# EV_ABS / ABS_Y                394
E: 2.948813 0004 0005 138700	# EV_MSC / MSC_TIMESTAMP        138700
E: 2.948813 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.956148 0003 0035 0878	# EV_ABS / ABS_MT_POSITION_X    878
E: 2.956148 0003 0036 0410	# EV_ABS / ABS_MT_POSITION_Y    410
E: 2.956148 0003 0000 0878	# EV_ABS / ABS_X                878
E: 2.956148 0003 0001 0410	# EV_ABS / ABS_Y                410
E: 2.956148 0004 0005 146000	# EV_MSC / MSC_TIMESTAMP        146000
E: 2.956148 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 2.963438 0003 0035 0856	# EV_ABS / ABS_MT_POSITION_X    856
E: 2.963438 0003 0036 0429	# EV_ABS / ABS_MT_POSITION_Y    429
E: 2.963438 0003 0000 0856	# EV_ABS / ABS_X                856
E: 2.963438 0003 0001 0429	# EV_ABS / ABS_Y                429
E: 2.963438 0004 0005 153300	# EV_MSC / MSC_TIMESTAMP        153300
E: 2.963438 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.970779 0003 0035 0833	# EV_ABS / ABS_MT_POSITION_X    833
E: 2.970779 0003 0036 0448	# EV_ABS / ABS_MT_POSITION_Y    448
E: 2.970779 0003 0000 0833	# EV_ABS / ABS_X                833
E: 2.970779 0003 0001 0448	# EV_ABS / ABS_Y                448
E: 2.970779 0004 0005 160600	# EV_MSC / MSC_TIMESTAMP        160600
E: 2.970779 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.978172 0003 0035 0814	# EV_ABS / ABS_MT_POSITION_X    814
E: 2.978172 0003 0036 0464	# EV_ABS / ABS_MT_POSITION_Y    464
E: 2.978172 0003 0000 0814	# EV_ABS / ABS_X                814
E: 2.978172 0003 0001 0464	# EV_ABS / ABS_Y                464
E: 2.978172 0004 0005 167900	# EV_MSC / MSC_TIMESTAMP        167900
E: 2.978172 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 2.985430 0003 0035 0796	# EV_ABS / ABS_MT_POSITION_X    796
E: 2.985430 0003 0036 0481	# EV_ABS / ABS_MT_POSITION_Y    481
E: 2.985430 0003 0000 0796	# EV_ABS / ABS_X                796
E: 2.985430 0003 0001 0481	# EV_ABS / ABS_Y                481
E: 2.985430 0004 0005 175200	# EV_MSC / MSC_TIMESTAMP        175200
E: 2.985430 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.992793 0003 0035 0779	# EV_ABS / ABS_MT_POSITION_X    779
E: 2.992793 0003 0036 0496	# EV_ABS / ABS_MT_POSITION_Y    496
E: 2.992793 0003 0000 0779	# EV_ABS / ABS_X                779
E: 2.992793 0003 0001 0496	# EV_ABS / ABS_Y                496
E: 2.992793 0004 0005 182500	# EV_MSC / MSC_TIMESTAMP        182500
E: 2.992793 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 2.999987 0003 0035 0765	# EV_ABS / ABS_MT_POSITION_X    765
E: 2.999987 0003 0036 0509	# EV_ABS / ABS_MT_POSITION_Y    509
E: 2.999987 0003 0000 0765	# EV_ABS / ABS_X                765
E: 2.999987 0003 0001 0509	# EV_ABS / ABS_Y                509
E: 2.999987 0004 0005 189800	# EV_MSC / MSC_TIMESTAMP        189800
E: 2.999987 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.007381 0003 0035 0752	# EV_ABS / ABS_MT_POSITION_X    752
E: 3.007381 0003 0036 0523	# EV_ABS / ABS_MT_POSITION_Y    523
E: 3.007381 0003 0000 0752	# EV_ABS / ABS_X                752
E: 3.007381 0003 0001 0523	# EV_ABS / ABS_Y                523
E: 3.007381 0004 0005 197100	# EV_MSC / MSC_TIMESTAMP        197100
E: 3.007381 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.014690 0003 0035 0741	# EV_ABS / ABS_MT_POSITION_X    741
E: 3.014690 0003 0036 0535	# EV_ABS / ABS_MT_POSITION_Y    535
E: 3.014690 0003 0000 0741	# EV_ABS / ABS_X                741
E: 3.014690 0003 0001 0535	# EV_ABS / ABS_Y                535
E: 3.014690 0004 0005 204400	# EV_MSC / MSC_TIMESTAMP        204400
E: 3.014690 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.022015 0003 0035 0731	# EV_ABS / ABS_MT_POSITION_X    731
E: 3.022015 0003 0036 0545	# EV_ABS / ABS_MT_POSITION_Y    545
E: 3.022015 0003 0000 0731	# EV_ABS / ABS_X                731
E: 3.022015 0003 0001 0545	# EV_ABS / ABS_Y                545
E: 3.022015 0004 0005 211700	# EV_MSC / MSC_TIMESTAMP        211700
E: 3.022015 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.029358 0003 0035 0723	# EV_ABS / ABS_MT_POSITION_X    723
E: 3.029358 0003 0036 0554	# EV_ABS / ABS_MT_POSITION_Y    554
E: 3.029358 0003 0000 0723	# EV_ABS / ABS_X                723
E: 3.029358 0003 0001 0554	# EV_ABS / ABS_Y                554
E: 3.029358 0004 0005 219000	# EV_MSC / MSC_TIMESTAMP        219000
E: 3.029358 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.036694 0003 0035 0717	# EV_ABS / ABS_MT_POSITION_X    717
E: 3.036694 0003 0036 0562	# EV_ABS / ABS_MT_POSITION_Y    562
E: 3.036694 0003 0000 0717	# EV_ABS / ABS_X                717
E: 3.036694 0003 0001 0562	# EV_ABS / ABS_Y                562
E: 3.036694 0004 0005 226300	# EV_MSC / MSC_TIMESTAMP        226300
E: 3.036694 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.043948 0003 0035 0712	# EV_ABS / ABS_MT_POSITION_X    712
E: 3.043948 0003 0036 0568	# EV_ABS / ABS_MT_POSITION_Y    568
E: 3.043948 0003 0000 0712	# EV_ABS / ABS_X                712
E: 3.043948 0003 0001 0568	# EV_ABS / ABS_Y                568
E: 3.043948 0004 0005 233600	# EV_MSC / MSC_TIMESTAMP        233600
E: 3.043948 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.051210 0003 0035 0709	# EV_ABS / ABS_MT_POSITION_X    709
E: 3.051210 0003 0036 0574	# EV_ABS / ABS_MT_POSITION_Y    574
E: 3.051210 0003 0000 0709	# EV_ABS / ABS_X                709
E: 3.051210 0003 0001 0574	# EV_ABS / ABS_Y                574
E: 3.051210 0004 0005 240900	# EV_MSC / MSC_TIMESTAMP        240900
E: 3.051210 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.058545 0003 0035 0707	# EV_ABS / ABS_MT_POSITION_X    707
E: 3.058545 0003 0036 0578	# EV_ABS / ABS_MT_POSITION_Y    578
E: 3.058545 0003 0000 0707	# EV_ABS / ABS_X                707
E: 3.058545 0003 0001 0578	# EV_ABS / ABS_Y                578
E: 3.058545 0004 0005 248200	# EV_MSC / MSC_TIMESTAMP        248200
E: 3.058545 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.065865 0003 0035 0705	# EV_ABS / ABS_MT_POSITION_X    705
E: 3.065865 0003 0036 0581	# EV_ABS / ABS_MT_POSITION_Y    581
E: 3.065865 0003 0000 0705	# EV_ABS / ABS_X                705
E: 3.065865 0003 0001 0581	# EV_ABS / ABS_Y                581
E: 3.065865 0004 0005 255500	# EV_MSC / MSC_TIMESTAMP        255500
E: 3.065865 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.073422 0003 0035 0704	# EV_ABS / ABS_MT_POSITION_X    704
E: 3.073422 0003 0036 0583	# EV_ABS / ABS_MT_POSITION_Y    583
E: 3.073422 0003 0000 0704	# EV_ABS / ABS_X                704
E: 3.073422 0003 0001 0583	# EV_ABS / ABS_Y                583
E: 3.073422 0004 0005 262800	# EV_MSC / MSC_TIMESTAMP        262800
E: 3.073422 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.080472 0003 0036 0584	# EV_ABS / ABS_MT_POSITION_Y    584
E: 3.080472 0003 0001 0584	# EV_ABS / ABS_Y                584
E: 3.080472 0004 0005 270100	# EV_MSC / MSC_TIMESTAMP        270100
E: 3.080472 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.087711 0003 0036 0585	# EV_ABS / ABS_MT_POSITION_Y    585
E: 3.087711 0003 0001 0585	# EV_ABS / ABS_Y                585
E: 3.087711 0004 0005 277400	# EV_MSC / MSC_TIMESTAMP        277400
E: 3.087711 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.094811 0003 0039 -001	# EV_ABS / ABS_MT_TRACKING_ID   -1
E: 3.094811 0001 014a 0000	# EV_KEY / BTN_TOUCH            0
E: 3.094811 0001 0145 0000	# EV_KEY / BTN_TOOL_FINGER      0
E: 3.094811 0004 0005 284700	# EV_MSC / MSC_TIMESTAMP        284700
E: 3.094811 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.248650 0003 0039 8852	# EV_ABS / ABS_MT_TRACKING_ID   8852
E: 3.248650 0003 0035 0457	# EV_ABS / ABS_MT_POSITION_X    457
E: 3.248650 0003 0036 0799	# EV_ABS / ABS_MT_POSITION_Y    799
E: 3.248650 0001 014a 0001	# EV_KEY / BTN_TOUCH            1
E: 3.248650 0001 0145 0001	# EV_KEY / BTN_TOOL_FINGER      1
E: 3.248650 0003 0000 0457	# EV_ABS / ABS_X                457
E: 3.248650 0003 0001 0799	# EV_ABS / ABS_Y                799
E: 3.248650 0004 0005 438000	# EV_MSC / MSC_TIMESTAMP        438000
E: 3.248650 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +154ms
E: 3.256158 0004 0005 445300	# EV_MSC / MSC_TIMESTAMP        445300
E: 3.256158 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.263843 0004 0005 452600	# EV_MSC / MSC_TIMESTAMP        452600
E: 3.263843 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.270815 0004 0005 459900	# EV_MSC / MSC_TIMESTAMP        459900
E: 3.270815 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
